course_id,sec_id,year,semester,instructor_id,building,room_number,time_slot_id
COHE 1873,2,1970,Summer I,11383,Health Sciences,261,15:30
ONCO 2319,3,1974,Summer,12599,Slay,251,13:30
LDSP 4289,2,1967,SUMMER I,5136,,377,10:00
ARTH 1797,2,1994,SUMMER I,14113,Rivers,302,9:00
IRHE 2949,1,1981,summer ii,10630,Science and Technology,163,9:00
SUTO 1268,2,1985,SUMMER II,6038,Rivers,342,13:00
ECON 2790,1,1982,Spring,8440,Speight,376,13:30
ASLS 2727,3,1993,Fall,1758,Brody,322,12:30
ACCT 2805,1,2004,FALL,9079,Rivers,105,10:00
NURS 1185,1,1975,SUMMER I,6803,Brewster,165,10:00
GERM 1100,2,1989,Summer,12610,Science and Techonology,119,14:30
HSMA 1776,2,1996,fall,11739,Brewster,331,19:00
IPAM 2115,1,1980,SUMMER II,12520,Health Sciences,258,18:00
ATMO 2172,1,1992,FALL,13215,Brody,295,16:00
MPH 2259,2,2020,spring,11917,Brody,274,10:30
AERO 1253,1,2017,summer i,11541,,323,10:00
PTHE 1725,3,1997,spring,7807,Rivers,289,
BIOL 2020,2,1983,SUMMER I,2266,Brewster,141,13:00
LEED 4413,2,1961,Summer II,12692,Slay,318,8:30
PHAR 2607,2,1962,summer,7488,Rivers,377,10:00
MLSC 1760,1,1974,Fall,1608,Brody,178,
EDUC 4300,1,2009,Fall,7551,Rivers,193,19:30
GERM 3486,2,1988,spring,9588,Flanagan,249,18:00
DESN 3250,2,2021,SUMMER II,11588,Brody,289,18:00
HLTH 1717,2,2001,SUMMER I,12024,Brody,322,14:00
ART 1437,3,1978,fall,12878,Brody,144,17:00
ADED 3644,2,1961,SUMMER I,14551,Rivers,267,10:30
MRCH 2587,1,2007,spring,12525,Science and Technology,397,13:00
COMM 3750,1,1998,Fall,2937,Brody,301,16:00
SUTO 1531,1,1989,SUMMER II,9735,Flanagan,252,19:30
COHE 4574,1,1968,Summer II,11178,Bate,144,13:30
BIOS 1101,2,2018,summer i,15635,Rivers,143,10:30
SAFT 3467,1,1963,SUMMER II,15116,Brody,311,
CHEM 3438,3,1977,Spring,13038,Science and Technology,299,19:30
JAPN 3440,1,2011,SUMMER II,15288,Brody,328,9:00
NEUR 4081,1,1979,Fall,8803,Science and Technology,166,17:00
CLAS 1129,1,2009,Summer I,14655,Ragsdale Hall,299,10:30
OCCT 1804,1,1993,summer ii,4149,Health Sciences,134,11:30
EENG 2859,3,1963,spring,10824,Brewster,391,17:00
GRAD 1600,2,1970,Summer,6354,Health Sciences,228,16:30
IDSN 2814,1,1984,summer ii,14900,Health Sciences,183,12:30
COAD 1597,2,1995,SUMMER,4962,Brody,322,16:30
IENG 2224,3,2002,Summer II,12617,Health Sciences,350,12:30
AERO 1555,3,2005,SUMMER II,6412,Speight,169,8:30
ETHN 3986,1,1978,spring,10418,Science and Techonology,337,19:00
ANAT 1845,1,2021,summer i,5564,Brody,361,19:00
PUBH 3703,1,2004,Summer I,15360,Rivers,284,18:00
BITE 1888,1,1978,spring,5640,Speight,326,19:30
EDTC 4439,3,1963,summer ii,4335,Rivers,366,16:30
HSMA 4661,1,1994,Summer,4845,Science and Techonology,212,15:00
ARTH 3945,3,2007,Summer I,7472,Brody,354,10:00
ART 1262,3,1982,Summer,5427,Brewster,156,18:00
HSMA 1139,1,2001,SUMMER,6720,Howell,141,11:00
CMED 2685,1,1976,fall,8107,Flanagan,108,16:30
RCTX 1477,2,2021,summer i,13528,Science and Techonology,136,16:00
ARTH 1686,2,1976,Fall,8508,Slay,340,
ARTH 2519,2,2019,SUMMER,3802,Speight,347,11:30
BIOS 1101,2,1978,fall,11180,Slay,247,19:30
ENED 4451,2,1963,Summer I,9817,Bate,299,14:30
CSDI 4108,3,1981,summer ii,2010,Brody,148,13:30
UNIV 4643,2,1984,summer i,14530,Brody,241,18:00
NUTR 1443,3,1996,SUMMER,6250,Howell,191,14:30
SAFT 4570,3,1966,summer i,6045,Flanagan,366,
MENG 4058,1,1988,Summer II,15984,Ragsdale Hall,253,12:30
MAST 3032,3,2012,Summer,3895,Brewster,191,15:00
WOST 3655,3,1995,SUMMER I,8738,Speight,186,17:00
AAAS 2221,1,2021,summer,5436,Brewster,218,14:30
OCCT 1176,3,2010,spring,4542,Rivers,386,10:30
CMED 1306,3,2015,SUMMER II,10388,Brody,100,19:00
FORL 2460,2,1975,SUMMER,14387,Brody,261,19:00
ART 4411,2,1984,FALL,6559,,190,8:30
EDTC 3042,3,1978,SUMMER II,10077,Science and Technology,203,14:00
ITAL 3728,2,1959,Summer I,12243,Slay,342,14:30
ASIA 1756,2,2015,summer,8570,Flanagan,267,18:30
BIOS 2107,2,1974,SUMMER II,4484,Science and Technology,333,16:30
NURS 4166,2,2001,SUMMER,10743,Brewster,265,19:00
SPAN 3569,3,1987,spring,12600,Rivers,218,16:00
GERO 2607,3,1997,summer i,1376,Rivers,360,10:00
SAFT 1880,3,1973,summer,8464,Speight,205,13:00
HLTH 2511,2,1985,summer,3988,Brody,393,14:30
HDFS 4790,3,2009,SUMMER,8377,Health Sciences,367,19:30
ART 3997,3,1994,FALL,5762,Bate,392,11:30
GRBK 3479,2,1980,Summer II,2561,Howell,117,18:00
SUTO 3092,3,1970,Summer I,6780,Health Sciences,163,17:30
ATEP 4832,3,2005,spring,6603,Slay,173,12:30
MGMT 3827,1,1959,SUMMER I,2169,Slay,128,18:30
CLSC 4290,3,1999,summer i,15847,Bate,190,8:30
BMSC 1683,2,1968,SUMMER,5221,Brewster,180,17:00
IRHE 4087,2,2007,Summer II,10114,,205,16:30
CSDI 2613,1,1994,SUMMER II,15499,Slay,239,12:00
ADED 3644,1,2012,summer,13703,Brody,154,11:30
BIME 2962,1,1998,FALL,3593,Bate,154,14:30
BIOC 4013,1,1993,summer i,5601,Health Sciences,255,11:00
GEOL 3689,2,2004,SUMMER,9603,Brody,193,18:30
MRCH 2850,1,1996,spring,9863,Rivers,167,15:30
SOCI 3776,2,1983,SPRING,12101,Bate,290,10:00
TCHR 2361,1,2015,summer ii,6576,Brewster,204,14:00
LING 1186,2,2009,FALL,4426,Health Sciences,118,17:30
ICS 1420,2,1993,summer ii,10753,Brody,135,11:30
PHIL 1935,1,1991,SUMMER I,3687,Bate,179,12:00
DESN 1980,2,1975,fall,13369,Rivers,371,11:30
FACS 2466,2,1989,SPRING,6792,Health Sciences,396,9:00
SCIE 4354,3,2001,SUMMER,3844,Brody,283,10:30
DASC 4425,2,2001,spring,6304,Rivers,150,12:00
DRED 2254,2,2010,summer ii,12126,Brody,277,15:00
RUSS 3873,3,1993,Fall,13175,Brewster,219,18:30
GLST 4445,3,1995,Spring,5739,Brewster,239,18:00
HSMA 3097,3,1982,fall,9442,Slay,377,18:00
GIFT 2891,1,1978,Summer,14933,Science and Technology,122,14:00
EENG 4370,1,1994,SPRING,3360,Brody,189,12:30
ASLS 2561,1,2008,SUMMER II,2096,Brody,270,11:30
CLAS 2652,2,2018,spring,7865,Flanagan,230,19:30
NCST 4527,3,1982,SUMMER II,7926,Health Sciences,236,16:00
BUSI 1006,3,2003,SUMMER,11215,Science and Technology,275,17:00
COAS 1934,2,1976,summer ii,1250,Rivers,120,8:30
FILM 1873,1,2012,SUMMER,9956,Science and Technology,354,18:00
IDIS 2070,2,1998,Fall,12958,Flanagan,258,15:00
CHEM 4412,1,1959,Summer II,15155,Brody,344,15:30
ISE 4779,1,1979,SUMMER,9061,Brody,271,16:00
KINE 1626,2,1984,FALL,3797,Bate,267,14:30
ETHN 1427,3,1989,SUMMER II,4774,Rivers,106,11:30
PSYC 2972,3,2016,SUMMER II,7009,Bate,228,10:30
AERO 2933,1,1989,Summer,8182,Rivers,150,17:30
TESL 3788,2,2012,FALL,5400,Rivers,193,13:30
OCCT 1897,3,1988,SPRING,4008,Howell,325,12:30
ART 2737,2,2000,SUMMER,14410,Slay,121,17:30
ADRE 4357,3,1962,SUMMER,8311,Brody,221,16:00
SUTO 1531,1,1999,SPRING,15041,Speight,117,8:00
GRAD 1876,2,2002,SUMMER I,8430,Brody,369,10:30
MULT 3770,1,1999,SPRING,13931,Brewster,212,10:00
PHYS 2498,2,1967,SUMMER,4209,Brewster,210,13:30
RELI 2122,3,2006,SPRING,9218,Brody,221,10:00
ISE 1515,1,1987,fall,2027,Science and Techonology,337,18:30
RONC 1042,2,1994,Spring,2915,Slay,233,12:00
DASC 1712,2,1990,SPRING,3977,Brody,382,14:30
BIOE 3065,3,2001,Fall,9248,Brewster,179,18:00
ART 3735,1,1966,summer,13305,Bate,272,16:30
FILM 4333,2,2009,SUMMER I,10616,Brody,299,16:30
PHLY 4667,1,2012,SUMMER I,9626,Ragsdale Hall,292,13:00
IPAM 4846,3,1984,summer ii,8176,Speight,370,8:30
COAD 2234,3,2014,Fall,11411,Flanagan,150,11:00
ANTH 4044,1,1995,summer ii,1550,Brody,275,9:30
MIS 3036,2,1967,Spring,15006,Science and Technology,247,14:00
MGMT 4026,3,1982,summer ii,1986,Health Sciences,226,15:30
LIBS 3650,1,1988,Summer II,14692,Bate,102,9:00
DNCE 4109,2,1965,summer,9461,Bate,265,11:30
BIOS 1101,2,1969,SUMMER,14025,Health Sciences,368,10:00
BITE 3427,1,2009,Summer,6250,Rivers,312,19:00
LDSP 1507,1,1990,Summer,12903,Brody,228,15:00
ASIA 1835,1,1990,Summer I,15748,Rivers,395,9:00
ADED 3252,3,1994,summer i,14998,Slay,318,9:00
ANAT 1845,3,1988,FALL,1256,Brody,270,8:30
ENVE 1918,1,1988,fall,14655,Brody,219,14:00
NEUR 1423,2,2011,Summer II,3948,Rawl,180,8:30
GERM 2465,1,2002,FALL,9408,Brody,260,
ENGR 2656,3,1969,Summer,15912,Howell,315,11:00
SOCI 2275,1,1987,SUMMER,2631,Bate,110,12:30
RCTX 2440,1,1997,Summer I,10161,Brewster,280,10:30
NEUR 4219,1,1966,Summer I,1367,Bate,184,11:30
FORL 3828,3,1994,summer ii,11752,Brody,175,13:00
PSYC 4410,3,2011,SUMMER II,10245,Brewster,361,18:00
CHIN 1140,3,2010,FALL,5531,Brody,179,9:00
SECS 2041,2,1969,SUMMER,13900,Slay,371,10:00
HUMS 3241,2,1964,summer i,15524,Brody,124,8:30
ENVE 2145,1,1977,Spring,11328,Science and Techonology,249,15:00
FLGC 4847,2,1969,SUMMER,9304,Rivers,394,18:30
GERO 1538,2,2008,SPRING,4364,Health Sciences,109,16:30
ASIA 2028,3,1963,SUMMER,11704,Health Sciences,145,9:30
ARTH 3945,2,1988,SUMMER II,7743,Graham,282,13:00
RCSC 3199,3,2019,FALL,2962,Science and Technology,150,18:00
HIED 1013,2,1969,Summer II,14900,Bate,309,12:00
RUSS 1460,2,1983,FALL,7367,Slay,211,12:30
PHIL 3380,2,2017,Summer I,14283,Health Sciences,395,13:30
RELI 3143,2,1982,Summer II,12396,Brody,142,12:30
ADED 3252,1,2019,summer ii,4949,Slay,260,8:00
RELI 3466,2,1987,fall,7649,,262,19:30
FINA 3817,1,1966,SUMMER,10351,Brody,211,16:00
GRAD 3171,1,1972,summer,1589,Brody,376,14:30
NURS 2896,1,1964,Spring,1293,Rivers,230,15:00
CHEM 1318,3,1996,SPRING,14362,Rivers,139,16:30
HIST 1440,3,2021,Summer II,13381,Speight,297,16:30
ITAL 4362,2,1997,Summer II,1475,Slay,300,11:30
OCCT 1897,2,2014,SUMMER,4761,Slay,282,14:30
FORL 2460,3,1960,Summer I,15335,Flanagan,314,17:30
GERM 4399,1,2011,SUMMER II,7032,Health Sciences,130,13:00
OCCT 1314,1,2005,SUMMER I,1757,Brody,225,8:30
ARTH 3508,2,1992,SUMMER,4679,Health Sciences,389,14:30
PATH 4782,3,1987,fall,9995,Science and Techonology,286,17:00
MULT 4233,3,1996,summer i,13482,Howell,333,19:30
AAAS 3340,3,2021,SPRING,9919,Science and Techonology,308,8:00
GERM 4590,3,1972,SUMMER,14165,Speight,167,17:30
MULT 3115,2,2015,Fall,15433,Brody,359,10:30
MCBI 1295,2,2003,FALL,13469,Science and Techonology,266,10:30
PLAN 2358,2,1995,SPRING,4912,,153,10:30
RONC 3099,2,1975,SUMMER,10570,Flanagan,139,13:00
BUSI 3140,1,2003,Summer,13849,Brewster,197,16:00
SAFT 4570,1,1976,SUMMER,1641,Rivers,226,13:30
ACCT 3523,2,1994,Spring,15190,Ragsdale Hall,289,13:30
SAFT 1161,1,2019,summer,7145,Science and Techonology,288,17:00
CMED 4087,1,2017,SUMMER II,15666,Science and Technology,363,8:30
FILM 3422,3,1973,Summer I,10058,Brewster,348,19:00
ASLS 1916,2,2014,summer,3743,Bate,308,12:30
ENTR 1400,3,1962,FALL,13074,Flanagan,389,17:00
NCST 1484,1,1962,SUMMER,4326,Brody,393,14:30
IPAM 4118,1,1964,Summer,4717,Rivers,266,8:00
ENTR 3743,2,2020,SUMMER II,14081,Rivers,252,13:30
SPAN 4225,3,1992,SUMMER,12745,Rivers,107,9:00
AAAS 2269,2,1963,SUMMER I,7659,Speight,110,
PUBH 3931,3,2020,Fall,5142,Bate,241,10:30
ITAL 1904,1,1973,SUMMER,3233,Brody,103,14:30
AERO 2933,3,1982,summer i,5895,Health Sciences,149,18:30
PADP 1002,1,1977,Summer II,8382,Brewster,147,12:30
ENED 1493,1,1966,SPRING,13595,Brody,142,15:30
BIOS 2590,1,2007,SUMMER,13030,Slay,203,15:30
NCST 2877,2,2007,Summer I,14943,Rivers,132,8:30
ENED 1319,1,1967,spring,14778,Brody,132,9:30
SENG 3208,2,1987,SUMMER I,13018,Slay,115,8:30
HIED 3308,2,2017,Summer II,9846,Bate,180,10:30
PHYS 1020,2,2013,summer,5240,Flanagan,193,17:30
HNRS 2087,3,1997,summer,8852,Bate,217,15:30
PLAN 4218,1,1990,Summer,14693,Speight,347,19:30
SOCW 1646,3,2004,summer ii,1748,Austin,392,18:00
EENG 1860,2,1971,Summer I,1256,Flanagan,386,10:00
RCSC 1158,2,2002,summer,5385,Brewster,276,19:00
MAST 2468,2,1996,summer ii,9164,Science and Technology,339,9:30
MPH 1476,1,2008,Summer,7207,Science and Technology,230,11:00
JUST 2952,1,2012,SUMMER II,9403,Rawl,253,17:00
BUSI 2989,1,2010,Summer,8188,Brody,269,10:00
LDHE 4184,3,1986,fall,10252,Rivers,222,14:30
MENG 3534,1,1981,Summer II,8680,Brewster,195,10:00
MCBI 1637,1,1988,SPRING,11418,Bate,222,10:30
ENTR 4017,3,1982,SUMMER I,3708,Brody,296,13:30
ART 4842,3,1981,spring,1396,Flanagan,254,18:00
PHLY 4098,3,1988,spring,6436,Flanagan,358,16:00
LATN 3976,2,1974,summer,12430,Rivers,373,19:00
POLS 2427,2,2019,SPRING,14170,Rivers,347,
BIOL 1212,1,1983,SUMMER I,10608,Brody,382,17:30
COHE 1303,1,1995,SUMMER,7168,Brody,193,14:30
MIS 1528,1,2002,Spring,2897,Bate,388,13:30
GRBK 4503,3,2009,Summer,15316,,292,17:30
MIDG 2765,2,2019,fall,10369,Health Sciences,192,18:00
ETHN 3719,3,1967,summer,9001,Brewster,315,17:30
NUTR 2339,1,2013,SUMMER II,15095,Brewster,287,11:30
GERO 4222,3,2013,Summer II,9943,Brody,166,11:30
MCBI 1932,1,2007,spring,12017,Brewster,168,16:00
LDHE 2002,1,1964,summer i,10883,Flanagan,237,10:30
MATE 3303,1,2004,spring,15317,Health Sciences,240,19:00
AAAS 2269,1,1971,SPRING,2802,Brewster,249,10:00
COMM 2009,2,2001,SUMMER II,9666,Science and Techonology,122,16:00
MGMT 3233,1,2014,SUMMER,11724,Rivers,302,18:00
DASC 4654,1,1994,SPRING,15339,Brody,316,16:00
HIED 2611,3,1973,Spring,5909,Brody,341,9:00
MPH 4553,3,1990,summer,6245,Speight,285,13:30
ETHN 3308,2,1993,Spring,7706,Bate,262,15:00
WOST 3903,2,1989,Summer II,6165,Rivers,327,17:00
SAFT 2921,3,1985,SUMMER,11256,Brody,106,18:30
MATE 3263,3,1989,SUMMER,11416,Bate,117,9:00
LEED 1292,2,2021,SUMMER,11514,Flanagan,335,10:30
BMSC 4778,1,2005,SUMMER,14361,Brody,349,
NURS 2198,2,1997,Summer II,12891,Austin,256,19:30
FINA 1470,1,2020,SPRING,6123,Flanagan,248,16:30
SUTO 1472,1,1988,Summer I,3334,Rivers,334,8:30
MLSC 2463,1,2011,fall,2230,Slay,317,19:30
ADED 3769,1,2012,summer,13958,Bate,313,19:30
SPED 1220,2,1986,Spring,12758,Bate,110,14:30
MIDG 2030,3,1988,SUMMER I,3226,Brody,265,19:00
NUTR 3469,2,1991,SUMMER I,5603,Brody,112,18:00
PATH 4362,3,1962,SPRING,1989,Health Sciences,224,11:30
AAAS 4360,2,1987,Summer,2204,Rivers,293,10:00
BMSC 3427,1,2014,Spring,5630,Ragsdale Hall,201,18:00
ARTH 4586,1,1980,FALL,3821,Brody,300,11:00
GERM 4441,3,2014,summer ii,14811,Brewster,163,11:00
READ 3243,1,1969,FALL,10456,Brody,330,12:00
PUBH 3700,3,1985,SUMMER I,13421,Bate,187,19:30
BMSC 3384,2,1976,spring,3561,Brody,206,8:30
MGMT 3389,1,2001,Spring,9904,Flanagan,162,19:30
SAFT 3159,1,1974,SUMMER,10154,Rivers,183,10:30
IENG 3416,1,1998,summer ii,10605,Speight,381,11:00
RUSI 4659,3,2015,SPRING,15681,Flanagan,204,17:30
PATH 1774,1,2001,SPRING,4357,Slay,200,17:00
MUSC 2283,1,1992,Summer I,11467,Speight,139,15:00
ATEP 1846,2,2009,Fall,14194,Brody,347,13:00
SOCW 2231,3,1990,SUMMER II,12500,Slay,370,11:00
ATEP 3868,1,1989,SUMMER I,1257,Flanagan,302,10:30
TCHR 1655,1,1997,Summer,15669,Brody,148,13:30
NURS 2671,3,1982,summer i,12913,Bate,236,9:00
FACS 4698,1,1969,summer ii,11840,Speight,162,11:30
SENG 2307,1,1990,SUMMER,3584,Brody,149,8:00
NEUR 1674,1,1960,Fall,13629,Rivers,138,11:00
POLS 4795,3,1967,Summer II,10283,Science and Technology,220,10:30
RONC 3714,2,2001,FALL,5993,Brody,187,10:30
BITE 3708,3,1990,summer i,4057,Brody,305,17:00
CLAS 3859,1,1960,SPRING,7766,Slay,188,11:30
MRCH 2378,3,1971,SUMMER,9240,Health Sciences,264,12:30
CMED 4496,3,2001,Summer I,14564,Science and Technology,152,16:30
BMSC 3773,2,2002,Summer,4289,Brody,119,17:30
LDSP 4900,1,1978,spring,5421,Brody,380,12:00
PADP 1988,3,1976,SUMMER I,10997,Speight,139,15:30
PHIL 3693,3,1984,fall,7631,Brewster,100,16:30
SAFT 1357,2,1975,Summer II,12877,Rivers,101,14:30
AERO 2372,1,1997,FALL,1629,Rivers,356,19:00
SPAN 1018,2,1976,SUMMER,5806,Slay,381,12:30
SPAN 1805,1,1984,spring,1574,Brody,178,12:00
ART 3737,2,2014,Summer I,15616,Brody,229,13:00
IPAM 4152,3,2000,FALL,12800,Brody,277,16:30
MIDG 2485,2,1959,summer i,3627,Howell,191,10:30
LATN 1478,3,1997,SPRING,2556,Howell,362,11:30
ICS 1052,3,2001,fall,1108,Flanagan,243,16:00
BIOC 3737,2,1983,SUMMER,10642,Brewster,266,13:00
GERM 1036,2,2007,SUMMER,9069,Rivers,375,14:00
AAAS 4118,2,1977,SUMMER II,15183,Brody,113,9:30
COAD 2099,2,1981,summer,10623,Rivers,203,9:30
CMED 2844,2,1974,spring,5819,Brewster,332,15:30
POLS 3750,1,2021,SUMMER II,8076,Flanagan,291,11:00
ADED 1086,3,1999,SPRING,15493,Brody,399,11:00
GIFT 1403,1,1983,Fall,10868,Bate,311,13:00
BUSI 3140,2,1984,Spring,2889,Health Sciences,285,16:00
MULT 4041,2,2002,Fall,14389,Brody,295,18:30
MLSC 4600,2,2010,Summer I,12439,,200,8:30
ETHN 2005,2,2001,fall,14474,Brody,199,19:00
GRBK 4503,3,1987,fall,13952,Brody,129,16:30
COAD 4890,2,1973,Summer,12420,Howell,143,
NEUR 4787,3,1977,summer i,2375,Rivers,339,19:30
PATH 1774,2,1964,Fall,11884,Slay,270,9:30
COAS 3599,2,2010,summer ii,4801,Brody,338,11:30
ENED 4370,2,2016,Spring,13592,Rivers,247,14:00
ENED 2458,2,2020,spring,12649,Flanagan,251,14:00
HIED 1411,3,2000,spring,1464,Brody,306,13:00
MIS 3036,3,1988,SUMMER I,7708,Health Sciences,233,18:00
DASC 2422,2,1978,fall,6178,Health Sciences,390,19:30
IPAM 3252,3,1999,fall,8555,Rawl,335,9:00
ANTH 1091,1,1968,SUMMER I,13984,Rivers,303,10:30
RCSC 4743,3,2012,Fall,12618,Bate,157,10:30
CSDI 1102,3,2002,spring,14849,Brody,161,16:30
COHE 4822,2,2008,SUMMER I,3616,Slay,342,10:00
GLST 2368,3,1969,FALL,7107,Brewster,267,9:00
ICTN 3444,3,2003,Fall,9610,Rivers,152,9:00
MAST 3605,2,2012,summer,15497,Health Sciences,161,14:30
ELEM 1636,3,1969,SUMMER,8135,Speight,128,16:30
PUBH 2531,3,2010,spring,3646,Brody,310,17:00
GRK 4868,1,1981,SUMMER II,9971,Brody,128,18:30
HIED 3282,1,2010,summer i,4291,Brody,282,8:30
EHST 3354,2,2004,Summer,1739,Brody,229,18:30
IENG 4848,2,1993,FALL,15373,Brody,282,19:00
ADRE 1260,2,2020,SUMMER,4464,Flanagan,357,11:00
MLSC 4331,3,1988,Summer,2600,Brody,147,9:00
PHYS 3167,1,1980,SUMMER I,13916,Health Sciences,271,10:30
SENG 4897,2,1971,Fall,10021,Health Sciences,169,18:30
CLAS 4573,2,2006,fall,7962,Rivers,158,15:00
ANAT 2805,2,2021,Fall,11059,Rivers,391,12:30
CHIN 4409,2,1978,fall,4808,Brody,394,15:00
HPRO 3547,3,1959,SPRING,6890,Speight,231,12:30
LEED 3129,1,1960,Summer,4494,Graham,224,9:30
MIS 2628,2,1965,Summer II,8840,Science and Technology,101,19:00
COHE 3922,3,1987,SUMMER,15533,Slay,215,16:00
CSCI 3871,2,1994,summer,8441,Brody,381,8:30
BIOL 2745,1,1962,summer ii,7160,Brody,145,
ECON 3599,3,1996,SUMMER,5362,Rivers,239,8:00
LIBS 3426,2,1975,summer i,1678,Health Sciences,370,18:30
GRAD 1903,3,2021,SUMMER,3868,Science and Technology,396,9:00
HIMA 2306,3,2013,Summer I,3083,Rivers,245,14:00
BIOL 1802,1,2018,SUMMER I,15968,Bate,101,16:30
LATN 3292,3,1989,Fall,6063,Science and Technology,173,15:00
PUBH 2531,2,1983,SUMMER,15085,Science and Technology,355,10:00
FLGC 4424,2,1972,fall,9800,Brody,102,8:30
MATH 2359,1,2019,Fall,10262,Slay,233,14:30
ENTR 1730,3,1994,FALL,2600,Rivers,279,19:00
GIFT 4451,3,2012,Summer,13832,Brody,198,14:30
AAAS 4387,1,1973,summer,10025,Bate,194,9:30
FORL 4341,1,2004,Summer II,15667,Brody,107,14:30
ART 1437,1,2008,spring,4949,Rivers,397,11:00
GIFT 1952,2,1983,Summer I,1112,Brewster,375,18:00
ENED 2819,1,2007,SUMMER,9326,Science and Technology,187,8:00
UNIV 2985,1,2020,SUMMER,13260,Brody,221,
GEOL 4119,1,1977,Spring,10650,Rawl,393,11:00
MAST 3752,1,1989,SUMMER,1311,Rawl,306,17:00
MIS 3068,2,2014,Fall,15854,Brody,149,9:00
ICS 4295,1,2006,Summer,7863,Health Sciences,313,8:00
CMGT 3763,1,2021,FALL,2367,Science and Technology,253,15:00
GEOL 4674,3,1989,summer i,1741,Brody,385,14:30
OCCT 2311,2,1996,Spring,14396,Slay,250,11:00
DNCE 4517,2,1983,summer i,11097,Rivers,238,10:00
PUBH 3700,2,2001,Summer II,13383,Bate,300,19:30
SPAN 2136,3,1989,SUMMER II,12342,Rivers,295,11:00
SOCI 3776,2,1968,SUMMER,2068,Speight,129,9:00
WOST 4872,2,2002,fall,11776,Rivers,329,10:30
BIOE 4595,3,2005,Fall,11811,Rivers,390,10:00
BISC 1227,3,1999,SUMMER,8657,Health Sciences,120,11:00
ONCO 1553,1,1988,summer,3167,Brewster,151,15:30
LING 2707,2,2020,FALL,14429,Bate,321,16:00
COHE 3039,1,2007,Summer II,14294,Ragsdale Hall,222,17:30
SPAN 1000,3,1985,SUMMER,15657,Science and Technology,281,18:00
GRBK 3596,1,1992,Summer II,14525,Flanagan,381,14:30
MULT 1599,1,2020,summer i,1363,Rivers,269,17:30
MENG 1879,2,1983,SPRING,4598,Slay,336,11:30
OMGT 4801,1,2021,FALL,1872,Bate,137,11:30
MLSC 4600,1,1975,SUMMER,6637,Brody,214,18:30
ENTR 3628,1,2002,spring,7746,Bate,289,
HSMA 2579,2,2010,fall,14471,Flanagan,217,10:00
JUST 3523,3,1983,Summer,11311,Brody,272,9:00
FACS 2466,3,2011,Summer II,10878,Science and Technology,353,9:30
MRST 4126,2,1996,Summer I,4180,Rivers,347,12:00
EENG 2038,3,2000,Spring,6268,Graham,137,13:00
ENED 2119,1,1967,Summer II,14742,Brody,370,19:30
SPED 2694,1,1986,Summer,15273,Brewster,223,12:00
SCIE 4337,3,1959,summer,14624,Slay,161,8:30
ATEP 2137,1,2010,summer i,2657,Ragsdale Hall,121,17:00
FINA 4087,3,2014,Summer,14594,Bate,118,14:30
PUBH 3756,2,1995,Summer II,11225,Brody,214,10:00
ICTN 1331,2,1991,SUMMER II,5414,Rivers,368,12:00
PATH 3089,2,1969,FALL,2520,Slay,323,17:00
MRCH 1823,1,2008,Summer,8474,Speight,156,11:30
ENGL 2085,1,1991,SUMMER,3656,Brewster,336,11:00
PHYS 4300,3,1983,summer ii,15392,Health Sciences,195,16:30
PLAN 4848,1,2018,fall,10030,Brody,350,16:00
MENG 2778,3,1985,fall,8407,Slay,225,11:00
OMGT 2292,3,1990,fall,14349,Brody,389,11:00
SOCW 4728,1,2013,summer ii,2511,Brody,346,14:30
ITAL 4283,2,1991,spring,9218,Bate,117,11:30
RCSC 1856,1,2017,Summer,2052,Slay,360,13:00
COAS 3702,3,2002,summer ii,6698,Brody,267,19:30
DNCE 1384,3,1998,SUMMER II,12469,Speight,387,14:30
PHIL 2908,3,1995,SUMMER II,5304,Bate,372,13:00
GEOL 4707,2,1967,Summer I,14613,Rivers,304,19:30
HIMA 2452,2,1991,Summer,6740,Brody,153,10:00
ART 4437,3,1981,Spring,14188,Science and Techonology,264,9:30
HDFS 3401,2,1963,SUMMER,4408,Slay,222,14:00
MATE 4886,3,1973,summer ii,4972,Brody,219,17:00
NUTR 1377,3,1963,SUMMER,1828,Brody,164,9:00
ENED 1319,2,2002,SPRING,12146,Bate,270,18:00
ELEM 1336,3,1991,SUMMER,9299,Brewster,347,13:30
ATEP 3703,2,2018,Spring,15266,Health Sciences,151,17:30
ITAL 3418,2,2000,SUMMER I,4481,Science and Technology,399,11:30
FILM 4546,2,2000,Fall,12569,Bate,237,13:00
GENS 2300,2,2001,Spring,1425,Science and Technology,192,15:00
IENG 2654,2,1990,spring,13371,Health Sciences,158,10:30
COAS 2008,1,2001,SUMMER I,14615,Brody,157,18:30
HLTH 1717,3,1968,Summer II,6393,Brody,336,19:30
READ 4286,2,1981,summer,1149,Health Sciences,215,15:30
BIOC 1406,3,2011,summer i,11525,Rivers,203,10:30
MAST 1977,1,1982,summer ii,1727,Science and Technology,355,15:00
GERM 1998,2,2006,fall,13694,Brewster,381,19:30
NURS 1143,3,1963,SPRING,13653,Bate,226,13:30
CHIN 1514,3,1982,Summer,3300,Brody,254,12:00
ASLS 2172,1,2016,fall,2990,Speight,137,13:00
ATEP 4510,1,1986,summer,4645,Science and Technology,127,15:30
MRST 4163,1,1981,summer,15652,Brody,189,18:30
WOST 4013,1,2008,Fall,8408,Science and Technology,211,18:30
